Tweet Id,Ticker,Datetime,Text,Favs,RTs,Followers,Following,Is a RT,Sentiment
742891878245408769,cern,2016-06-15 01:30:00,cern sell signal 55.51 jun 14 16,0.0,0.0,347.0,5.0,False,1
742864035406811136,cern,2016-06-14 23:39:00,50 day res,0.0,0.0,4864.0,2512.0,False,1
742844344260956160,cern,2016-06-14 22:21:00,cern wetf onsiu 3 growth stocks big upside potential,0.0,0.0,0.0,0.0,False,0
742830235918303236,cern,2016-06-14 21:25:00,fn investor opinions see greater fn fxi cern,0.0,0.0,73.0,40.0,False,1
742829687655804932,cern,2016-06-14 21:22:00,missed cern buy below dollars 0,0.0,0.0,662.0,2223.0,False,0
742785854037331968,cern,2016-06-14 18:28:00,jefferies 3 growth stocks buy big upside catalyst potential cern onsiu wetf,2.0,0.0,2823.0,3184.0,False,1
742777789183631361,cern,2016-06-14 17:56:00,going sit names currently e g data cern bud imax shop others wait smoke clear bit,3.0,0.0,2928.0,35.0,False,0
742761793576001536,cern,2016-06-14 16:53:00,trx tesla motors inc bid trx cern vlo dgc,0.0,0.0,58.0,40.0,False,1
742759012806971392,cern,2016-06-14 16:42:00,sh skyline medical inc pe ratio ratio sh jo vxx cern,0.0,0.0,64.0,40.0,False,1
742754744276385792,cern,2016-06-14 16:25:00,mux nordic american tanker shipping ltd day high mux cern fcu ibm,0.0,0.0,55.0,39.0,False,1
742745801038778368,cern,2016-06-14 15:49:00,dgc detour gold corp exchange dgc cern hod pot,0.0,0.0,64.0,40.0,False,1
742744040005763072,cern,2016-06-14 15:42:00,cern cerner corp news cern fro qid g,0.0,0.0,73.0,40.0,False,0
742714602761400320,cern,2016-06-14 13:45:00,cerner co cern shares sold blackrock japan co ltd,0.0,0.0,998.0,0.0,False,1
742695341624020993,cern,2016-06-14 12:29:00,cern jefferies 3 growth stocks buy big upside catalyst …,0.0,0.0,638.0,0.0,False,1
742683507021996032,cern,2016-06-14 11:42:00,jefferies group reiterates “buy” rating cerner co cern,0.0,0.0,2225.0,11.0,False,1
742682467094663168,cern,2016-06-14 11:37:00,jefferies group reiterates “buy” rating cerner co cern,0.0,0.0,771.0,8.0,False,1
742647689343537152,cern,2016-06-14 09:19:00,huntington asset advisors inc invests dollars 41000 cerner co cern,0.0,0.0,421.0,10.0,False,1
742517745430990848,cern,2016-06-14 00:43:00,nasdaq100 trend hsic isrg cern sbac esrx ctxs csx fisv ebay lltc txn ca ulta dltr dish,0.0,0.0,869.0,7.0,False,1
742517676115890177,cern,2016-06-14 00:43:00,nasdaq100 performance symc nvda endp ntes myl vrsk intc isrg tmus sbux srcl cern nflx,0.0,0.0,869.0,7.0,False,1
742517023415107584,cern,2016-06-14 00:40:00,rt weekly nasdaq100 performance symc rost cost aal intc isrg nvda srcl cern chtr lltc ulta,0.0,1.0,967.0,6.0,True,0
742516984722665472,cern,2016-06-14 00:40:00,weekly nasdaq100 trend hsic isrg cern csx esrx ctxs fisv sbac ebay lltc ulta txn ca dltr,0.0,0.0,869.0,7.0,False,0
742516915692769280,cern,2016-06-14 00:40:00,weekly nasdaq100 performance symc rost cost aal intc isrg nvda srcl cern chtr lltc ulta,0.0,1.0,869.0,7.0,False,1
742505464391307265,cern,2016-06-13 23:54:00,,0.0,0.0,5.0,20.0,False,1
742496834501939200,cern,2016-06-13 23:20:00,50 day res,0.0,0.0,4864.0,2512.0,False,0
742394116240203777,cern,2016-06-13 16:32:00,cerner co cern shares bought cibc world markets inc,0.0,0.0,771.0,8.0,False,0
742361511788711936,cern,2016-06-13 14:22:00,blackrock inc dollars 3809000 position cerner co cern,0.0,0.0,2225.0,11.0,False,1
742354131814371328,cern,2016-06-13 13:53:00,blackrock group ltd acquires 102866 shares cerner co cern,0.0,0.0,1073.0,11.0,False,1
742353871968870402,cern,2016-06-13 13:52:00,blackrock group ltd acquires 102866 shares cerner co cern,0.0,0.0,6364.0,2292.0,False,1
742351168387452928,cern,2016-06-13 13:41:00,add up pieces psj could worth dollars 9 cern csgs dst,0.0,0.0,882.0,1186.0,False,1
742351151408898048,cern,2016-06-13 13:41:00,add up pieces psj could worth dollars 9 cern csgs dst looking underlying holdings,0.0,0.0,1569.0,594.0,False,1
742344547108278272,cern,2016-06-13 13:15:00,blackrock institutional trust company n dollars 04375000 stake cerner co cern,0.0,0.0,998.0,0.0,False,0
742332955796725760,cern,2016-06-13 12:29:00,cern tick see greater cern play meoh,0.0,0.0,70.0,40.0,False,0
742290925179809792,cern,2016-06-13 09:42:00,physician hospital surveys regarding satisfaction replacement activity watch not say athn mdrx cern,0.0,0.0,1034.0,779.0,False,1
742203607458549760,cern,2016-06-13 03:55:00,lexg e p see greater lexg sf cern,0.0,0.0,73.0,40.0,False,0
742098147426476032,cern,2016-06-12 20:56:00,mtrx market cap see greater mtrx cern lbrda,0.0,0.0,113.0,40.0,False,1
742068725201788933,cern,2016-06-12 18:59:00,,0.0,0.0,20.0,36.0,False,1
742000265218252800,cern,2016-06-12 14:27:00,cern quotes see greater cern cbsh astc,1.0,0.0,73.0,40.0,False,1
741978121990086656,cern,2016-06-12 12:59:00,srg proshares ultrashort 20 year treasury shares srg db cern uso,0.0,0.0,60.0,40.0,False,1
741810564951728128,cern,2016-06-12 01:53:00,wondering risks cern 63 day volatility 11.91 percent,0.0,0.0,1399.0,1495.0,False,1
741809077060173824,cern,2016-06-12 01:47:00,calculated 21 day expected return cern 2.53 percent,0.0,0.0,1399.0,1495.0,False,1
741789469225975809,cern,2016-06-12 00:29:00,analysts expect 84.1 percent earnings growth 3 years cern,0.0,0.0,424.0,431.0,False,0
741697014501658624,cern,2016-06-11 18:22:00,cerner corp cern 55.61 cern smartrend watching potential pullback shares cerner 2.66 percent gain,0.0,0.0,1851.0,446.0,False,0
741553149064949761,cern,2016-06-11 08:50:00,cern cerner co sees large growth short interest,0.0,0.0,6364.0,2292.0,False,1
741551185736421376,cern,2016-06-11 08:42:00,cerner co cern sees large growth short interest,0.0,0.0,2225.0,11.0,False,0
741549802979086336,cern,2016-06-11 08:37:00,gpl eod data see greater gpl bcap cern,0.0,0.0,60.0,40.0,False,1
