Tweet Id,Ticker,Datetime,Text,Favs,RTs,Followers,Following,Is a RT,Sentiment
742993056845172736,stx,2016-06-15 08:12:00,ge goldcorp inc current price ge fcx stx dgaz,0.0,0.0,58.0,40.0,False,0
742992071427035136,stx,2016-06-15 08:08:00,seagate technology plc stx downgraded “hold” vetr inc,0.0,0.0,2225.0,11.0,False,0
742990161068298241,stx,2016-06-15 08:00:00,seagate technology plc stx downgraded “hold” vetr inc,0.0,0.0,1074.0,11.0,False,0
742984766820126721,stx,2016-06-15 07:39:00,10 low pe stocks enterprising investor june 2016 gs cof f lnc met phm vlo wnr fosl stx,1.0,0.0,1676.0,542.0,False,0
742969450165600257,stx,2016-06-15 06:38:00,stx us seagate technology plc stx stock rating lowered vetr inc technology plc,0.0,0.0,2767.0,279.0,False,0
742950411397660672,stx,2016-06-15 05:22:00,vetr users downgraded seagate technology plc hold rating 3 stars giving stx target price dollars 3.50,0.0,0.0,149.0,198.0,False,0
742963219065647106,stx,2016-06-15 06:13:00,stx us seagate technology plc stx stock rating lowered vetr inc technology plc,0.0,0.0,3342.0,253.0,False,0
742942723645276160,stx,2016-06-15 04:52:00,stx seagate technology holdings inc current price stx qid labu gs,0.0,0.0,99.0,40.0,False,1
742939712021798914,stx,2016-06-15 04:40:00,amg quotes see greater amg bcor stx,0.0,0.0,70.0,40.0,False,1
742934099585818630,stx,2016-06-15 04:17:00,seagate technology plc stx stock rating lowered vetr inc,0.0,0.0,422.0,10.0,False,1
742933165644349442,stx,2016-06-15 04:14:00,ibb ishares nasdaq biotechnology etf volume ibb qure stx iyt,0.0,0.0,114.0,40.0,False,1
742931526699102209,stx,2016-06-15 04:07:00,gpr great panther resources ltd stock forum gpr stx veu dxd,0.0,0.0,72.0,40.0,False,1
742931156182650880,stx,2016-06-15 04:06:00,seagate technology plc downgraded vetr inc hold dollars 3.50 point,0.0,0.0,4588.0,2835.0,False,1
742916432317558785,stx,2016-06-15 03:07:00,rt aapl wdc stx hpe anet csco apple wdc stx biggest risks barclays warns computer …,0.0,1.0,1198.0,1135.0,True,1
742916431143161856,stx,2016-06-15 03:07:00,rt apple wdc stx biggest risks barclays warns computer hardware blues tech trader daily aapl stx wdc htt…,0.0,4.0,1198.0,1135.0,True,1
742914811768545281,stx,2016-06-15 03:01:00,rt apple wdc stx biggest risks barclays warns computer hardware blues tech trader daily aapl stx wdc htt…,0.0,4.0,28145.0,6.0,True,1
742914541713924096,stx,2016-06-15 03:00:00,tvix velocityshares daily 2 times vix short term etn pe ratio ratio tvix ng stx qld,0.0,0.0,80.0,41.0,False,0
