Tweet Id,Ticker,Datetime,Text,Favs,RTs,Followers,Following,Is a RT,Sentiment
743027341266452484,pypl,2016-06-15 10:28:00,trading holdings inc week pypl,0.0,0.0,1676.0,542.0,False,1
743011548864647168,pypl,2016-06-15 09:25:00,pypl ceo says china india still growth markets right,0.0,0.0,613.0,233.0,False,1
743006204528562176,pypl,2016-06-15 09:04:00,paypal holdings inc pypl given “hold” rating morgan stanley,0.0,0.0,771.0,8.0,False,0
742998736822009856,pypl,2016-06-15 08:34:00,rt markets big enough apple pay aapl paypal pypl analysts say,0.0,2.0,147.0,46.0,True,1
742995620022112256,pypl,2016-06-15 08:22:00,give tough time,0.0,0.0,58.0,96.0,False,0
742994944764313600,pypl,2016-06-15 08:19:00,sfe shares see greater sfe pypl unt,0.0,0.0,71.0,40.0,False,0
742992601037574144,pypl,2016-06-15 08:10:00,rt gasl great basin scientific inc shares gasl pypl hzo cna,0.0,1.0,967.0,6.0,True,1
742992428643291137,pypl,2016-06-15 08:09:00,gasl great basin scientific inc shares gasl pypl hzo cna,0.0,1.0,72.0,40.0,False,1
742986010246676482,pypl,2016-06-15 07:44:00,cmp compass minerals intl inc ideas cmp nem pypl uso,0.0,0.0,72.0,58.0,False,1
742982036806356993,pypl,2016-06-15 07:28:00,maryland capital management dollars 0077000 position paypal holdings inc pypl,0.0,0.0,998.0,0.0,False,1
742976568289558528,pypl,2016-06-15 07:06:00,paypal holdings inc pypl shares bought motley fool wealth management llc,0.0,0.0,998.0,0.0,False,0
742974988861485057,pypl,2016-06-15 07:00:00,motley fool wealth management llc increases stake paypal holdings inc pypl,0.0,0.0,1074.0,11.0,False,1
742974593401524225,pypl,2016-06-15 06:58:00,motley fool wealth management llc increases stake paypal holdings inc pypl,0.0,0.0,6365.0,2292.0,False,1
742970410745122817,pypl,2016-06-15 06:42:00,pypl proshares ultra qqq dividend pypl labd cys people,0.0,0.0,60.0,40.0,False,1
742958841193713665,pypl,2016-06-15 05:56:00,dust velocityshares 3 times inverse crude oil etn volume dust nugt drv pypl,0.0,0.0,58.0,40.0,False,1
742947773201453057,pypl,2016-06-15 05:12:00,xiv velocityshares daily inverse vix short term etn bid size xiv slv bno pypl,0.0,0.0,72.0,40.0,False,1
742942462470160385,pypl,2016-06-15 04:51:00,rt pypl low risk buy 200 day moving average,0.0,3.0,8187.0,5726.0,True,1
742942462071705600,pypl,2016-06-15 04:51:00,adap therapeutics f gm kndi nke ua sq twtr pypl lc bac c sbux etfc pg jpm intu msft,1.0,0.0,0.0,0.0,False,1
742938948746543104,pypl,2016-06-15 04:37:00,pypl paypal holdings inc last trade pypl cop jo hnu,0.0,0.0,58.0,40.0,False,1
742923849273073669,pypl,2016-06-15 03:37:00,amzn amzn veu pypl xlv,0.0,0.0,99.0,40.0,False,0
742915988220317700,pypl,2016-06-15 03:05:00,rt comes web taking aapl pypl,0.0,1.0,67.0,77.0,True,1
742914532029403137,pypl,2016-06-15 03:00:00,pypl company paypal holdings inc submited new sec filing,0.0,0.0,63.0,0.0,False,0
742879480352546816,pypl,2016-06-15 00:40:00,rt pypl paypal holdings inc market cap pypl rwm bspm hts,0.0,1.0,967.0,6.0,True,0
742878301027336192,pypl,2016-06-15 00:36:00,pypl paypal holdings inc market cap pypl rwm bspm hts,1.0,1.0,72.0,40.0,False,1
742862479961640960,pypl,2016-06-14 23:33:00,unicorn bay rating pypl 3.61 5,0.0,0.0,1399.0,1495.0,False,0
742859938008051712,pypl,2016-06-14 23:23:00,stochastic buy,1.0,0.0,4864.0,2512.0,False,1
742858955748057088,pypl,2016-06-14 23:19:00,calculated 21 day expected return pypl negative 7.42 percent,0.0,0.0,1399.0,1495.0,False,0
742845492749606912,pypl,2016-06-14 22:25:00,apple bringing siri mac improving messaging app aapl pypl,0.0,0.0,70251.0,32.0,False,1
742845457894760449,pypl,2016-06-14 22:25:00,pypl yield see greater pypl ncs clne,0.0,0.0,58.0,40.0,False,1
742840305989390336,pypl,2016-06-14 22:05:00,scan results stochastic buy signal today cnk cmg pypl ecpg sun amcx bmrn tsro dis wuba,0.0,0.0,716.0,45.0,False,1
742827811866480641,pypl,2016-06-14 21:15:00,good experience using web opposite seamless seamy seamful pypl aapl,1.0,0.0,591.0,886.0,False,1
742826711029567489,pypl,2016-06-14 21:11:00,today`s selling action dish invn luv odp orcl pypl via,0.0,0.0,1157.0,18.0,False,1
742814106550312961,pypl,2016-06-14 20:20:00,added puts close 37.19 pypl,0.0,0.0,4621.0,4.0,False,0
742814106218991616,pypl,2016-06-14 20:20:00,pypl chart added puts close 37.19,0.0,0.0,74.0,63.0,False,0
742813711337938944,pypl,2016-06-14 20:19:00,rt markets big enough apple pay aapl paypal pypl analysts say,0.0,2.0,790.0,142.0,True,1
742813424426455040,pypl,2016-06-14 20:18:00,pypl bullish engulfing flat 200 displaced moving average,2.0,0.0,2922.0,30.0,False,0
742813239235350528,pypl,2016-06-14 20:17:00,pypl bounced major support level equals 200 displaced moving average dead cat bounce weekly still tact stalk entry tmrw,0.0,0.0,69.0,60.0,False,1
742805118769373184,pypl,2016-06-14 19:45:00,pos feye cnx mcd spy fxy pypl,0.0,0.0,378.0,117.0,False,1
742804838753439744,pypl,2016-06-14 19:44:00,adds afternoon amzn fb pypl gwph rtn bib small 5 10 percent builds stops come up touch,1.0,0.0,15053.0,2308.0,False,1
742797270215757825,pypl,2016-06-14 19:14:00,aggressively trading short expiration bhi f fit pvh pypl seas uri x xom via,0.0,0.0,1157.0,18.0,False,1
742797107845681152,pypl,2016-06-14 19:13:00,still working back names wfm lb pypl,0.0,0.0,323.0,294.0,False,0
742796052592480256,pypl,2016-06-14 19:09:00,rt markets big enough apple pay paypal analysts say aapl pypl,0.0,2.0,1198.0,1135.0,True,1
742795511883661312,pypl,2016-06-14 19:07:00,orbc ideas see greater orbc pypl azo,0.0,0.0,60.0,40.0,False,1
742794216112168960,pypl,2016-06-14 19:01:00,rt markets big enough apple pay paypal analysts say aapl pypl,0.0,2.0,983.0,238.0,True,1
742789593137709061,pypl,2016-06-14 18:43:00,huge deal 5 companies next lnkd msft ebay twtr p pypl xoxo,0.0,0.0,2823.0,3184.0,False,1
742779355085066241,pypl,2016-06-14 18:02:00,rt gene munster says apple pay legitimate threat paypals staying power aapl pypl,0.0,3.0,12.0,41.0,True,1
742778120642519040,pypl,2016-06-14 17:57:00,markets big enough apple pay paypal analysts say aapl pypl,0.0,2.0,4038.0,1582.0,False,1
742770624733413376,pypl,2016-06-14 17:28:00,calculated 63 day expected return pypl negative 6.58 percent,0.0,0.0,1399.0,1495.0,False,1
742766155773972480,pypl,2016-06-14 17:10:00,rt pypl low risk buy 200 day moving average,0.0,3.0,13237.0,7022.0,True,1
742765898814136321,pypl,2016-06-14 17:09:00,rt pypl low risk buy 200 day moving average,0.0,3.0,14364.0,6303.0,True,1
742765852169142274,pypl,2016-06-14 17:09:00,pypl low risk buy 200 day moving average,2.0,3.0,2449.0,1764.0,False,1
742757802003693568,pypl,2016-06-14 16:37:00,sector winners today nfx eog stz tsn kmb hst spg pypl hum dgx ge tsco wynn expe yhoo symc vrsn,2.0,0.0,14917.0,62.0,False,1
742757768722010112,pypl,2016-06-14 16:37:00,pypl pe ratio going down revenue growth accelerates rare occurence,1.0,0.0,198.0,1885.0,False,0
742755469723373568,pypl,2016-06-14 16:27:00,markets big enough apple pay aapl paypal pypl analysts say,1.0,2.0,745.0,2005.0,False,1
742743511875870720,pypl,2016-06-14 15:40:00,paypal holdings inc pypl rating reiterated morgan stanley,0.0,0.0,1173.0,58.0,False,0
742743292635455488,pypl,2016-06-14 15:39:00,benzinga gene munster says apple pay legitimate threat paypals staying power aapl pypl …,0.0,0.0,1459.0,1188.0,False,1
742742764878729216,pypl,2016-06-14 15:37:00,benzinga gene munster says apple pay legitimate threat paypals staying power aapl pypl …,0.0,0.0,1589.0,1376.0,False,1
742742123414458373,pypl,2016-06-14 15:34:00,pypl paypal holdings inc earns hold rating morgan stanley,0.0,0.0,6365.0,2292.0,False,0
742740967296401408,pypl,2016-06-14 15:30:00,gene munster says apple pay legitimate threat paypals staying power aapl pypl,1.0,3.0,50448.0,1519.0,False,0
742739213314056192,pypl,2016-06-14 15:23:00,paypal holdings inc pypl rating reiterated morgan stanley,0.0,0.0,530.0,6.0,False,0
742738427188105216,pypl,2016-06-14 15:20:00,leahanne estrellas sizzling hot stock plays volume alert pypl 36.65 paypal holdings pypl,0.0,0.0,659.0,418.0,False,1
742738349119569921,pypl,2016-06-14 15:19:00,comes web taking aapl pypl,0.0,1.0,129.0,66.0,False,1
742737617771495424,pypl,2016-06-14 15:17:00,paypal holdingss hold rating reiterated morgan stanley dollars 0.00 point,0.0,0.0,4588.0,2835.0,False,1
742737608824913920,pypl,2016-06-14 15:16:00,volume alert pypl 36.65 paypal holdings pypl hit high today 37.16 closing day 0 36.65 positive 0.11,0.0,0.0,806.0,447.0,False,1
742731635938983936,pypl,2016-06-14 14:53:00,benzinga apple pays journey safari means paypal visa mastercard aapl pypl v …,0.0,0.0,1589.0,1376.0,False,1
742728056570294272,pypl,2016-06-14 14:39:00,pypl aapl top ranked analyst apple pay innovation hurt paypal,0.0,0.0,591.0,0.0,False,1
742726536755830784,pypl,2016-06-14 14:33:00,benzinga apple pays journey safari means paypal visa mastercard aapl pypl v …,0.0,0.0,1459.0,1188.0,False,1
742725895887020032,pypl,2016-06-14 14:30:00,apple pays journey safari means paypal visa mastercard aapl pypl v,0.0,0.0,50448.0,1519.0,False,1
742723110873509889,pypl,2016-06-14 14:19:00,morgan stanley reiterates hold rating paypal holdings pypl ms,0.0,0.0,466.0,214.0,False,0
742722559351742465,pypl,2016-06-14 14:17:00,wondering risks pypl 63 day volatility 11.91 percent,0.0,0.0,1399.0,1495.0,False,0
742722051119648768,pypl,2016-06-14 14:15:00,aapl pay move beyond instore app payments online sellers reduce still high percentage abandoned shopping carts pypl,0.0,0.0,2169.0,2371.0,False,1
742721407642046464,pypl,2016-06-14 14:12:00,pypl chart might add puts position,0.0,0.0,74.0,63.0,False,0
742721407608446976,pypl,2016-06-14 14:12:00,might add puts position pypl,0.0,0.0,4621.0,4.0,False,1
742716350498508800,pypl,2016-06-14 13:52:00,pypl up 1 percent early far,0.0,0.0,37.0,36.0,False,1
742716043936698369,pypl,2016-06-14 13:51:00,pypl looks accumulate area,0.0,0.0,4384.0,317.0,False,1
742714694465683457,pypl,2016-06-14 13:45:00,rt pypl negative 1.1 percent pre paypal apple pay competition heat up piper jaffray,0.0,1.0,377.0,93.0,True,1
742713992792047616,pypl,2016-06-14 13:43:00,paypal money transfer business risk banks step up product offerings,0.0,0.0,287.0,179.0,False,0
742711148294901761,pypl,2016-06-14 13:31:00,aapl pay threat reality pypl says piper jaffray read,0.0,0.0,206.0,202.0,False,1
742710758560149505,pypl,2016-06-14 13:30:00,gets bigger bigger think could hurt pypl,0.0,0.0,421.0,107.0,False,1
742709970483970048,pypl,2016-06-14 13:27:00,paypal holdingss underweight rating reiterated piper jaffray dollars 4.00 point,0.0,0.0,4588.0,2835.0,False,1
742708937934393350,pypl,2016-06-14 13:23:00,paypal holdings inc pypl earns underweight rating piper jaffray,0.0,0.0,771.0,8.0,False,0
742708920901324800,pypl,2016-06-14 13:23:00,columbia partners l l c investment management dollars 632000 position paypal holdings inc pypl,0.0,0.0,771.0,8.0,False,1
742704035787091969,pypl,2016-06-14 13:03:00,openoutcrier pypl negative 1.1 percent pre paypal apple pay competition heat up piper jaffray,0.0,0.0,1459.0,1188.0,False,1
742703136821780480,pypl,2016-06-14 13:00:00,lean long term growth portfolio buy alert paypal,0.0,0.0,3699.0,30.0,False,1
742701684011479040,pypl,2016-06-14 12:54:00,stocks watch today mnk pypl wec hcn syk,0.0,0.0,37.0,36.0,False,0
742701668488208384,pypl,2016-06-14 12:54:00,rt pypl careful paypal scam,0.0,2.0,1995.0,736.0,True,1
742701420982329348,pypl,2016-06-14 12:53:00,wondering indicator pypl short ratio 2.95 percent,0.0,0.0,1399.0,1495.0,False,1
742701119047012352,pypl,2016-06-14 12:52:00,watch today june 14 mnk pypl wec wec hcn syk,0.0,0.0,37.0,36.0,False,0
742698675156066306,pypl,2016-06-14 12:42:00,pypl negative 1.1 percent pre paypal apple pay competition heat up piper jaffray,0.0,1.0,19887.0,250.0,False,1
742693971533697024,pypl,2016-06-14 12:23:00,benzinga apples 3 important wwdc announcements aapl amzn dish pypl,0.0,0.0,1459.0,1188.0,False,0
742693323857661952,pypl,2016-06-14 12:21:00,benzinga apples 3 important wwdc announcements aapl amzn dish pypl,0.0,0.0,1589.0,1376.0,False,0
742690699422928897,pypl,2016-06-14 12:10:00,rt apples 3 important wwdc announcements aapl amzn dish pypl,0.0,1.0,2940.0,1195.0,True,1
742690585610321920,pypl,2016-06-14 12:10:00,apples 3 important wwdc announcements aapl amzn dish pypl,0.0,1.0,50443.0,1519.0,False,0
742688106218823680,pypl,2016-06-14 12:00:00,wondering risks pypl 21 day volatility 5.5 percent,0.0,0.0,1399.0,1495.0,False,1
742677367466790916,pypl,2016-06-14 11:17:00,pypl 55 christmas think,0.0,0.0,163.0,6.0,False,0
742674958690684928,pypl,2016-06-14 11:08:00,pypl paypal pypl apple pay competition heat up – piper …,0.0,0.0,768.0,1.0,False,1
742673156683370502,pypl,2016-06-14 11:00:00,btw estimated per share pypl dollars .35 0.96 percent current price,0.0,0.0,1399.0,1495.0,False,1
742672582042914816,pypl,2016-06-14 10:58:00,aapl pypl,0.0,0.0,746.0,617.0,False,0
742658122309718018,pypl,2016-06-14 10:01:00,― apple pay threat reality paypal says piper jaffray pypl full story,0.0,0.0,85225.0,86852.0,False,0
742656950836592641,pypl,2016-06-14 09:56:00,rt apple pay threat reality paypal says piper jaffray pypl full story,0.0,4.0,13453.0,6853.0,True,1
742656937423163392,pypl,2016-06-14 09:56:00,rt apple pay threat reality paypal says piper jaffray pypl full story,0.0,4.0,3023.0,3386.0,True,1
742656919190528000,pypl,2016-06-14 09:56:00,rt apple pay threat reality paypal says piper jaffray pypl full story,0.0,4.0,9493.0,8434.0,True,1
742656752383078400,pypl,2016-06-14 09:55:00,rt apple pay threat reality paypal says piper jaffray pypl full story,0.0,4.0,13654.0,6496.0,True,1
742656725384232960,pypl,2016-06-14 09:55:00,apple pay threat reality paypal says piper jaffray pypl full story,1.0,4.0,13129.0,130.0,False,0
742625129436434433,pypl,2016-06-14 07:50:00,paypal holdings inc pypl investec asset management ltd’s 6 largest position,0.0,0.0,2226.0,11.0,False,1
742610062884130816,pypl,2016-06-14 06:50:00,paypal holdings inc pypl stake increased investec asset management north america inc,0.0,0.0,2226.0,11.0,False,1
742598273446334464,pypl,2016-06-14 06:03:00,paypal sells apple pay comes web aapl pypl via,0.0,0.0,1447.0,157.0,False,1
742576939416752130,pypl,2016-06-14 04:38:00,rt longtime ebay general counsel gets new old job,0.0,4.0,369.0,1033.0,True,1
742544488749486080,pypl,2016-06-14 02:29:00,rt pypl careful paypal scam,0.0,2.0,897.0,317.0,True,1
742542765775589376,pypl,2016-06-14 02:22:00,pypl careful paypal scam,1.0,2.0,19982.0,291.0,False,1
742522894400524288,pypl,2016-06-14 01:03:00,sbux customer money cards many banks deposits check pypl,0.0,0.0,40.0,211.0,False,1
742491725306957825,pypl,2016-06-13 22:59:00,bullish doji,0.0,0.0,4864.0,2512.0,False,1
742491706071736320,pypl,2016-06-13 22:59:00,surprised pypl take big hit today apple pay web catches seems like would vaporize huge chunk business,0.0,0.0,418.0,2604.0,False,0
742487985174634496,pypl,2016-06-13 22:45:00,rt recap unusual calls symcjul 18 c mgmjun 24.5 c spwrsep 19 c trqsep 4 c bcsjul 10 c bcsjul 11 c pypl jun 37.5…,0.0,1.0,613.0,739.0,True,0
742474350671060992,pypl,2016-06-13 21:50:00,rt applepay ecom not dent pypl next year 3 days 2.0 rates kick giving merchants fraud liability shift b…,0.0,2.0,2418.0,626.0,True,0
