Tweet Id,Ticker,Datetime,Text,Favs,RTs,Followers,Following,Is a RT,Sentiment
742991281773813760,txn,2016-06-15 08:05:00,aviva plc acquires 4527 shares texas instruments incorporated txn,0.0,0.0,771.0,8.0,False,0
742980053936578560,txn,2016-06-15 07:20:00,texas instruments incorporated txn shares bought ruffer llp,0.0,0.0,422.0,10.0,False,0
742854648495759360,txn,2016-06-14 23:02:00,nasdaq100 trend symc txn chtr isrg intc cost yhoo ulta ca csx atvi csco cmcsa lltc dish,0.0,0.0,870.0,7.0,False,0
742854546683236352,txn,2016-06-14 23:01:00,180 bullish,0.0,0.0,4864.0,2512.0,False,0
742716960866111488,txn,2016-06-14 13:54:00,enmo technologies announces platform support ti simplelink sensorta read,0.0,0.0,91.0,3.0,False,1
742854510939410434,txn,2016-06-14 23:01:00,p100 trend nee duk pg rtn jnj vz txn mdt bmy xom spg cl unp intc cost lmt unh,0.0,0.0,869.0,7.0,False,0
742808733743493122,txn,2016-06-14 19:59:00,nasdaq100 trend symc txn intc cost yhoo isrg ulta ca chtr lltc dish avgo nvda csx srcl,0.0,0.0,869.0,7.0,False,1
742808527723466752,txn,2016-06-14 19:58:00,p100 performance ge lmt nee bmy sbux acn txn wmt duk vz cost pg mo dis emr fb,0.0,0.0,869.0,7.0,False,1
742746320184717312,txn,2016-06-14 15:51:00,nasdaq100 trend chtr intc symc isrg nvda ulta csx txn cost ca pcln csco hsic avgo dish,0.0,0.0,869.0,7.0,False,1
742746184125669376,txn,2016-06-14 15:51:00,p100 trend duk mdt nee jnj unp pg rtn intc vz cl unh txn cost xom pm pfe hon,0.0,0.0,869.0,7.0,False,1
742718147887763456,txn,2016-06-14 13:59:00,high dividend yields come tech sector etf,0.0,0.0,3859.0,78.0,False,1
742716238309167104,txn,2016-06-14 13:52:00,tdiv high dividend yields come tech sector,0.0,0.0,356.0,1.0,False,0
742716236778242048,txn,2016-06-14 13:52:00,tdiv high dividend yields come tech sector,0.0,0.0,3698.0,30.0,False,0
742716235482177536,txn,2016-06-14 13:52:00,tdiv high dividend yields come tech sector,0.0,0.0,2480.0,29.0,False,0
742708738713223169,txn,2016-06-14 13:22:00,unusual call buying symc 21 times average volume txn 8 times apa 7 times cag 6 times lnkd 4 times dow 3 times gm 3 times ung 3 times,0.0,0.0,450.0,322.0,False,1
742698360688107520,txn,2016-06-14 12:41:00,,0.0,0.0,5044.0,950.0,False,0
